,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42
T2069,1301,1504,1560,1795,2049,2201,2313,2317,2330,2368,2609,3017,3037,3533,3665,3711,4915,4958,5425,5871,5876,6217,8069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T2101,1101,1216,1301,1319,1590,2002,2308,2317,2330,2345,2357,2382,2412,2884,2891,3023,3533,5274,5871,6279,6669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T2203,1560,1795,2308,2317,2330,2345,2368,2412,3017,3443,3529,3533,3653,3680,3708,5274,6206,6245,6251,6271,6446,6781,8028,8069,8114,8183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T2205,1560,1795,2308,2317,2330,2345,2368,2412,3017,3443,3529,3533,3653,3675,3680,3708,5274,6206,6245,6251,6271,6446,6781,8028,8069,8114,8183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T2208,1795,2308,2317,2330,2345,2351,2368,2383,2412,3017,3443,3529,3533,3653,3707,3708,4904,4919,5274,6245,6271,6446,6781,9958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T2210,1319,1513,1560,1795,2317,2351,2368,3443,3529,3533,3596,3653,3675,3707,3708,4915,5009,5274,6143,6245,6251,6271,6443,6446,6781,8050,8183,8454,9802,9958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T2216,1513,1560,1605,1795,2049,2330,2345,2351,3017,3035,3443,3532,3533,3558,3596,3653,3707,3708,4919,4958,5274,5388,6781,8028,8069,8114,9802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T22C2,1319,1513,1560,1795,2317,2330,2338,2351,2368,2412,3036,3443,3529,3533,3596,3653,3675,3707,3708,4919,5009,6443,6446,6781,8050,8358,8454,9958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T2501,1301,1476,2207,2301,2308,2313,2317,2330,2337,2360,2379,2382,2383,2412,2474,2891,2892,3037,3532,3711,4915,4919,5347,5425,5876,6488,6669,9910,9921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T2506,1476,1477,1722,2317,2330,2345,2385,2610,2618,2892,3017,3035,3045,3189,3231,3324,3374,3455,3532,3533,3653,3707,4966,5274,6217,6239,8046,8255,8464,8996,9921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T2520,2301,2303,2308,2317,2330,2345,2379,2382,2412,3035,3037,3189,3231,3596,3624,3675,3711,4966,5274,5309,5425,6138,6271,6285,6669,8028,8046,8255,9921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T2578,1102,1605,1722,2002,2301,2303,2308,2317,2330,2344,2345,2357,2382,2454,2610,2882,2885,2886,2891,3034,3037,3045,3711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T2620,1477,1785,2059,2383,2454,2618,2634,2637,2801,2884,3003,3017,3189,3483,3533,3596,3624,3708,4927,5388,6213,6217,6251,6290,6414,6443,6531,6719,8431,9958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T2701,1101,1102,2002,2006,2301,2303,2330,2345,2347,2357,2376,2377,2379,2382,2409,2454,2458,2542,2548,2603,2637,2886,2891,3017,3037,3533,3702,3707,5522,6279,6669,8069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T2703,1319,1560,2308,2330,2345,2351,2368,2723,2753,2886,2892,3037,3533,3707,4919,5009,5388,6271,6279,6414,6669,6719,8069,9958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T3101,1303,2308,2317,2330,2345,2351,2395,2412,2618,2883,2884,2891,2912,3023,3037,3533,3661,4904,5274,5871,5876,6669,8069,8454,8464,9910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T3201,2303,2330,3017,3037,3443,3529,3532,3533,3653,4919,4966,5483,6415,6488,6669,6781,8046,8464,9802,9914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T3203,1476,1477,2303,2313,2330,2345,2368,2707,2891,3017,3037,3443,3529,3532,3533,3653,3661,4919,4966,5269,5483,6488,6515,6669,6679,6781,8046,9910,9914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T3205,2059,2313,2330,2345,2368,3017,3037,3189,3406,3533,3653,3661,4958,5269,5274,5457,6271,6414,6515,6669,6679,6781,8046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T3207,1476,2006,2313,2330,2345,2368,2383,3017,3037,3324,3443,3529,3533,3653,4739,4919,4966,4968,5269,5274,6446,6488,6515,6669,6679,6781,8046,9910,9914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T3218,1476,1560,2059,2308,2313,2330,2345,2368,2383,2395,2454,2455,2610,2707,2891,3017,3023,3037,3406,3443,3529,3533,3653,3661,4919,4966,5269,6488,6669,6781,8046,9910,9914,NA,NA,NA,NA,NA,NA,NA,NA,NA
T3223,1476,2303,2313,2330,2345,2368,2707,2891,3017,3037,3443,3529,3532,3533,3653,3661,4919,4966,5269,5483,6488,6515,6669,6679,6781,8046,9910,9914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T3228,2059,2313,2330,2345,2368,3017,3037,3189,3406,3533,3653,3661,4919,4958,5269,5274,5457,6271,6414,6515,6669,6679,6781,8046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T3236,1301,1305,1308,2301,2303,2330,2377,2382,2385,2393,2449,2454,2458,2548,2707,3037,3042,3596,4919,5483,6121,6176,6274,6412,6488,8046,9938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T3303,2002,2233,2303,2330,2344,2368,2454,2603,3017,3035,3037,3189,3596,3624,3653,3665,3675,4919,4966,5425,6271,6669,8028,8046,8069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T3501,1560,1605,2330,2368,2379,2383,2603,2610,2618,3017,3035,3037,3189,3324,3529,3532,3552,3558,3653,3665,3675,3707,4721,4919,4966,5274,5351,6104,6781,8046,8069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
